city,neighborhood,transaction_id,address,area_sqm,transaction_date,transaction_price,block,property_type,rooms,price_per_sqm
ירושלים,עמק רפאים-המושבה הג,290,לויד ג'ורג' 13,153,2017,5175000,30011-27-1,דירה בבית,6,33824
ירושלים,עמק רפאים-המושבה הג,291,יצחק כרמיה 22,115,2017,2500000,30011-26-6,דירה בבית,4,21739
ירושלים,עמק רפאים-המושבה הג,292,מסריק 2,206,2017,10000000,30003-1-2,דירה בבית,7,48544
ירושלים,עמק רפאים-המושבה הג,293,דור ודורשיו 4,386,2017,10793000,30012-3-1,דירה בבית,7,27961
ירושלים,עמק רפאים-המושבה הג,294,המליץ 1,66,2017,2500000,30010-103-26,דירה בבית,3,37879
ירושלים,עמק רפאים-המושבה הג,295,הצפירה 5,64.4,2017,4232000,30010-78-6,דירה בבית,2,65714
ירושלים,עמק רפאים-המושבה הג,296,מסריק 11,122,2017,6390000,30011-59-1,דירה בבית,5,52377
ירושלים,עמק רפאים-המושבה הג,297,המגיד 6,64,2017,2150000,30012-23-21,דירה בבית,3,33594
ירושלים,עמק רפאים-המושבה הג,298,עמק רפאים 59,48.4,2017,1549000,30003-70-43,דירה בבית,2,32004
ירושלים,עמק רפאים-המושבה הג,299,עמק רפאים 12,60.7,2017,2225000,30012-39-1,דירה בבית,2.5,36656
ירושלים,עמק רפאים-המושבה הג,300,לויד ג'ורג' 3,185.5,2017,6570000,30011-86-7,דירה בבית,7,35418
ירושלים,עמק רפאים-המושבה הג,301,רחל אימנו 4,55,2017,1779000,30010-82-2,דירה בבית,3,32345
ירושלים,עמק רפאים-המושבה הג,302,קליין 2,68,2017,3300000,30010-47-4,דירה בבית,4,48529
ירושלים,עמק רפאים-המושבה הג,303,גרץ צבי 11,97.04,2017,4350000,30012-2-5,דירה בבית,3,44827
ירושלים,עמק רפאים-המושבה הג,304,זאב באכר 5,57,2017,2520000,30010-15-22,דירה בבית,3,44211
ירושלים,עמק רפאים-המושבה הג,305,0,228,2017,15317000,30011-108-11,דירה בבית,5,67180
ירושלים,עמק רפאים-המושבה הג,306,0,211,2017,15317138,30011-109-2,דירה,5,72593
ירושלים,עמק רפאים-המושבה הג,307,דור ודורשיו 1,71,2017,3300000,30012-30-6,דירה בבית,4,46479
